Region,Month_Year,Net_Generation_MWh
Kansas : all sectors,Aug 2006,54.0
Minnesota : all sectors,Aug 2006,98.0
North Dakota : all sectors,Aug 2006,23.0
Oklahoma : all sectors,Aug 2006,95.0
Texas : all sectors,Aug 2006,358.0
Colorado : all sectors,Aug 2006,51.0
California : all sectors,Aug 2006,500.0
Washington : all sectors,Aug 2006,53.0
Illinois : all sectors,Sep 2006,15.0
Iowa : all sectors,Sep 2006,141.0
Kansas : all sectors,Sep 2006,79.0
Minnesota : all sectors,Sep 2006,133.0
North Dakota : all sectors,Sep 2006,26.0
Oklahoma : all sectors,Sep 2006,109.0
Texas : all sectors,Sep 2006,501.0
Colorado : all sectors,Sep 2006,56.0
California : all sectors,Sep 2006,402.0
Washington : all sectors,Sep 2006,49.0
Illinois : all sectors,Oct 2006,28.0
Iowa : all sectors,Oct 2006,209.0
Kansas : all sectors,Oct 2006,105.0
Minnesota : all sectors,Oct 2006,193.0
North Dakota : all sectors,Oct 2006,34.0
Oklahoma : all sectors,Oct 2006,153.0
Texas : all sectors,Oct 2006,669.0
Colorado : all sectors,Oct 2006,99.0
California : all sectors,Oct 2006,396.0
Washington : all sectors,Oct 2006,63.0
Illinois : all sectors,Nov 2006,28.0
Iowa : all sectors,Nov 2006,181.0
Kansas : all sectors,Nov 2006,102.0
Minnesota : all sectors,Nov 2006,183.0
North Dakota : all sectors,Nov 2006,31.0
Oklahoma : all sectors,Nov 2006,165.0
Texas : all sectors,Nov 2006,766.0
Colorado : all sectors,Nov 2006,71.0
California : all sectors,Nov 2006,292.0
Washington : all sectors,Nov 2006,184.0
Illinois : all sectors,Dec 2006,36.0
Iowa : all sectors,Dec 2006,258.0
Kansas : all sectors,Dec 2006,108.0
Minnesota : all sectors,Dec 2006,239.0
North Dakota : all sectors,Dec 2006,45.0
Oklahoma : all sectors,Dec 2006,161.0
Texas : all sectors,Dec 2006,668.0
Colorado : all sectors,Dec 2006,68.0
California : all sectors,Dec 2006,267.0
Washington : all sectors,Dec 2006,82.0
Illinois : all sectors,Jan 2007,28.0
Iowa : all sectors,Jan 2007,312.0
Kansas : all sectors,Jan 2007,97.0
Minnesota : all sectors,Jan 2007,284.0
North Dakota : all sectors,Jan 2007,63.0
Oklahoma : all sectors,Jan 2007,146.0
Texas : all sectors,Jan 2007,498.0
Colorado : all sectors,Jan 2007,80.0
California : all sectors,Jan 2007,233.0
Washington : all sectors,Jan 2007,151.0
Illinois : all sectors,Feb 2007,21.0
Iowa : all sectors,Feb 2007,221.0
Kansas : all sectors,Feb 2007,93.0
Minnesota : all sectors,Feb 2007,199.0
North Dakota : all sectors,Feb 2007,39.0
Oklahoma : all sectors,Feb 2007,165.0
Texas : all sectors,Feb 2007,712.0
Colorado : all sectors,Feb 2007,62.0
California : all sectors,Feb 2007,307.0
Washington : all sectors,Feb 2007,155.0
Illinois : all sectors,Mar 2007,28.0
Iowa : all sectors,Mar 2007,280.0
Kansas : all sectors,Mar 2007,113.0
Minnesota : all sectors,Mar 2007,276.0
North Dakota : all sectors,Mar 2007,56.0
Oklahoma : all sectors,Mar 2007,199.0
Texas : all sectors,Mar 2007,757.0
Colorado : all sectors,Mar 2007,84.0
California : all sectors,Mar 2007,442.0
Washington : all sectors,Mar 2007,211.0
Illinois : all sectors,Apr 2007,51.0
Iowa : all sectors,Apr 2007,283.0
Kansas : all sectors,Apr 2007,105.0
Minnesota : all sectors,Apr 2007,247.0
North Dakota : all sectors,Apr 2007,44.0
Oklahoma : all sectors,Apr 2007,184.0
Texas : all sectors,Apr 2007,798.0
Colorado : all sectors,Apr 2007,82.0
California : all sectors,Apr 2007,612.0
Washington : all sectors,Apr 2007,197.0
Illinois : all sectors,May 2007,64.0
Iowa : all sectors,May 2007,288.0
Kansas : all sectors,May 2007,98.0
Minnesota : all sectors,May 2007,268.0
North Dakota : all sectors,May 2007,57.0
Oklahoma : all sectors,May 2007,147.0
Texas : all sectors,May 2007,596.0
Colorado : all sectors,May 2007,50.0
California : all sectors,May 2007,732.0
Washington : all sectors,May 2007,183.0
Illinois : all sectors,Jun 2007,40.0
Iowa : all sectors,Jun 2007,171.0
Kansas : all sectors,Jun 2007,63.0
Minnesota : all sectors,Jun 2007,167.0
North Dakota : all sectors,Jun 2007,45.0
Oklahoma : all sectors,Jun 2007,108.0
Texas : all sectors,Jun 2007,577.0
Colorado : all sectors,Jun 2007,55.0
California : all sectors,Jun 2007,729.0
Washington : all sectors,Jun 2007,211.0
Illinois : all sectors,Jul 2007,26.0
Iowa : all sectors,Jul 2007,125.0
Kansas : all sectors,Jul 2007,63.0
Minnesota : all sectors,Jul 2007,128.0
North Dakota : all sectors,Jul 2007,40.0
Oklahoma : all sectors,Jul 2007,84.0
Texas : all sectors,Jul 2007,436.0
Colorado : all sectors,Jul 2007,55.0
California : all sectors,Jul 2007,675.0
Washington : all sectors,Jul 2007,156.0
Illinois : all sectors,Aug 2007,26.0
Iowa : all sectors,Aug 2007,120.0
Kansas : all sectors,Aug 2007,91.0
Minnesota : all sectors,Aug 2007,100.0
North Dakota : all sectors,Aug 2007,39.0
Oklahoma : all sectors,Aug 2007,162.0
Texas : all sectors,Aug 2007,867.0
Colorado : all sectors,Aug 2007,56.0
California : all sectors,Aug 2007,600.0
Washington : all sectors,Aug 2007,200.0
Illinois : all sectors,Sep 2007,66.0
Iowa : all sectors,Sep 2007,223.0
Kansas : all sectors,Sep 2007,101.0
Minnesota : all sectors,Sep 2007,230.0
North Dakota : all sectors,Sep 2007,54.0
Oklahoma : all sectors,Sep 2007,150.0
Texas : all sectors,Sep 2007,741.0
Colorado : all sectors,Sep 2007,126.0
California : all sectors,Sep 2007,486.0
Washington : all sectors,Sep 2007,201.0
Illinois : all sectors,Oct 2007,106.0
Iowa : all sectors,Oct 2007,244.0
Kansas : all sectors,Oct 2007,135.0
Minnesota : all sectors,Oct 2007,236.0
North Dakota : all sectors,Oct 2007,50.0
Oklahoma : all sectors,Oct 2007,209.0
Texas : all sectors,Oct 2007,1057.0
Colorado : all sectors,Oct 2007,201.0
California : all sectors,Oct 2007,349.0
Washington : all sectors,Oct 2007,206.0
Illinois : all sectors,Nov 2007,95.0
Iowa : all sectors,Nov 2007,297.0
Kansas : all sectors,Nov 2007,103.0
Minnesota : all sectors,Nov 2007,267.0
North Dakota : all sectors,Nov 2007,61.0
Oklahoma : all sectors,Nov 2007,159.0
Texas : all sectors,Nov 2007,944.0
Colorado : all sectors,Nov 2007,221.0
California : all sectors,Nov 2007,188.0
Washington : all sectors,Nov 2007,196.0
Illinois : all sectors,Dec 2007,112.0
Iowa : all sectors,Dec 2007,195.0
Kansas : all sectors,Dec 2007,90.0
Minnesota : all sectors,Dec 2007,236.0
North Dakota : all sectors,Dec 2007,73.0
Oklahoma : all sectors,Dec 2007,136.0
Texas : all sectors,Dec 2007,1024.0
Colorado : all sectors,Dec 2007,220.0
California : all sectors,Dec 2007,233.0
Washington : all sectors,Dec 2007,372.0
Illinois : all sectors,Jan 2008,240.0
Iowa : all sectors,Jan 2008,327.0
Kansas : all sectors,Jan 2008,137.0
Minnesota : all sectors,Jan 2008,385.0
North Dakota : all sectors,Jan 2008,58.0
Oklahoma : all sectors,Jan 2008,227.0
Texas : all sectors,Jan 2008,1150.0
Colorado : all sectors,Jan 2008,326.0
California : all sectors,Jan 2008,271.0
Washington : all sectors,Jan 2008,314.0
Illinois : all sectors,Feb 2008,189.0
Iowa : all sectors,Feb 2008,245.0
Kansas : all sectors,Feb 2008,121.0
Minnesota : all sectors,Feb 2008,313.0
North Dakota : all sectors,Feb 2008,49.0
Oklahoma : all sectors,Feb 2008,175.0
Texas : all sectors,Feb 2008,1180.0
Colorado : all sectors,Feb 2008,303.0
California : all sectors,Feb 2008,262.0
Washington : all sectors,Feb 2008,297.0
Illinois : all sectors,Mar 2008,201.0
Iowa : all sectors,Mar 2008,288.0
Kansas : all sectors,Mar 2008,150.0
Minnesota : all sectors,Mar 2008,326.0
North Dakota : all sectors,Mar 2008,64.0
Oklahoma : all sectors,Mar 2008,220.0
Texas : all sectors,Mar 2008,1581.0
Colorado : all sectors,Mar 2008,307.0
California : all sectors,Mar 2008,450.0
Washington : all sectors,Mar 2008,361.0
Illinois : all sectors,Apr 2008,226.0
Iowa : all sectors,Apr 2008,420.0
Kansas : all sectors,Apr 2008,183.0
Minnesota : all sectors,Apr 2008,427.0
North Dakota : all sectors,Apr 2008,97.0
Oklahoma : all sectors,Apr 2008,237.0
Texas : all sectors,Apr 2008,1596.0
Colorado : all sectors,Apr 2008,302.0
California : all sectors,Apr 2008,538.0
Washington : all sectors,Apr 2008,375.0
Illinois : all sectors,May 2008,208.0
Iowa : all sectors,May 2008,340.0
Kansas : all sectors,May 2008,167.0
Minnesota : all sectors,May 2008,397.0
North Dakota : all sectors,May 2008,144.0
Oklahoma : all sectors,May 2008,228.0
Texas : all sectors,May 2008,1683.0
Colorado : all sectors,May 2008,296.0
California : all sectors,May 2008,691.0
Washington : all sectors,May 2008,330.0
Illinois : all sectors,Jun 2008,160.0
Iowa : all sectors,Jun 2008,253.0
Kansas : all sectors,Jun 2008,124.0
Minnesota : all sectors,Jun 2008,251.0
North Dakota : all sectors,Jun 2008,119.0
Oklahoma : all sectors,Jun 2008,197.0
Texas : all sectors,Jun 2008,1748.0
Colorado : all sectors,Jun 2008,246.0
California : all sectors,Jun 2008,658.0
Washington : all sectors,Jun 2008,397.0
Illinois : all sectors,Jul 2008,82.0
Iowa : all sectors,Jul 2008,174.0
Kansas : all sectors,Jul 2008,133.0
Minnesota : all sectors,Jul 2008,223.0
North Dakota : all sectors,Jul 2008,109.0
Oklahoma : all sectors,Jul 2008,171.0
Texas : all sectors,Jul 2008,1222.0
Colorado : all sectors,Jul 2008,165.0
California : all sectors,Jul 2008,700.0
Washington : all sectors,Jul 2008,307.0
Illinois : all sectors,Aug 2008,69.0
Iowa : all sectors,Aug 2008,160.0
Kansas : all sectors,Aug 2008,93.0
Minnesota : all sectors,Aug 2008,246.0
North Dakota : all sectors,Aug 2008,159.0
Oklahoma : all sectors,Aug 2008,101.0
Texas : all sectors,Aug 2008,647.0
Colorado : all sectors,Aug 2008,193.0
California : all sectors,Aug 2008,648.0
Washington : all sectors,Aug 2008,297.0
Illinois : all sectors,Sep 2008,93.0
Iowa : all sectors,Sep 2008,253.0
Kansas : all sectors,Sep 2008,124.0
Minnesota : all sectors,Sep 2008,349.0
North Dakota : all sectors,Sep 2008,173.0
Oklahoma : all sectors,Sep 2008,143.0
Texas : all sectors,Sep 2008,638.0
Colorado : all sectors,Sep 2008,166.0
California : all sectors,Sep 2008,406.0
Washington : all sectors,Sep 2008,170.0
Illinois : all sectors,Oct 2008,229.0
Iowa : all sectors,Oct 2008,391.0
Kansas : all sectors,Oct 2008,166.0
Minnesota : all sectors,Oct 2008,397.0
North Dakota : all sectors,Oct 2008,227.0
Oklahoma : all sectors,Oct 2008,204.0
Texas : all sectors,Oct 2008,1455.0
Colorado : all sectors,Oct 2008,257.0
California : all sectors,Oct 2008,298.0
Washington : all sectors,Oct 2008,238.0
Illinois : all sectors,Nov 2008,298.0
Iowa : all sectors,Nov 2008,464.0
Kansas : all sectors,Nov 2008,164.0
Minnesota : all sectors,Nov 2008,453.0
North Dakota : all sectors,Nov 2008,201.0
Oklahoma : all sectors,Nov 2008,209.0
Texas : all sectors,Nov 2008,1433.0
Colorado : all sectors,Nov 2008,332.0
California : all sectors,Nov 2008,223.0
Washington : all sectors,Nov 2008,253.0
Illinois : all sectors,Dec 2008,342.0
Iowa : all sectors,Dec 2008,766.0
Kansas : all sectors,Dec 2008,198.0
Minnesota : all sectors,Dec 2008,587.0
North Dakota : all sectors,Dec 2008,293.0
Oklahoma : all sectors,Dec 2008,247.0
Texas : all sectors,Dec 2008,1891.0
Colorado : all sectors,Dec 2008,329.0
California : all sectors,Dec 2008,240.0
Washington : all sectors,Dec 2008,319.0
Illinois : all sectors,Jan 2009,252.0
Iowa : all sectors,Jan 2009,640.0
Kansas : all sectors,Jan 2009,220.0
Minnesota : all sectors,Jan 2009,504.0
North Dakota : all sectors,Jan 2009,296.0
Oklahoma : all sectors,Jan 2009,209.0
Texas : all sectors,Jan 2009,1656.0
Colorado : all sectors,Jan 2009,426.0
California : all sectors,Jan 2009,150.0
Washington : all sectors,Jan 2009,316.0
Illinois : all sectors,Feb 2009,302.0
Iowa : all sectors,Feb 2009,720.0
Kansas : all sectors,Feb 2009,218.0
Minnesota : all sectors,Feb 2009,509.0
North Dakota : all sectors,Feb 2009,245.0
Oklahoma : all sectors,Feb 2009,209.0
Texas : all sectors,Feb 2009,1719.0
Colorado : all sectors,Feb 2009,278.0
California : all sectors,Feb 2009,245.0
Washington : all sectors,Feb 2009,144.0
Illinois : all sectors,Mar 2009,264.0
Iowa : all sectors,Mar 2009,797.0
Kansas : all sectors,Mar 2009,275.0
Minnesota : all sectors,Mar 2009,556.0
North Dakota : all sectors,Mar 2009,283.0
Oklahoma : all sectors,Mar 2009,272.0
Texas : all sectors,Mar 2009,1905.0
Colorado : all sectors,Mar 2009,267.0
California : all sectors,Mar 2009,442.0
Washington : all sectors,Mar 2009,435.0
Illinois : all sectors,Apr 2009,306.0
Iowa : all sectors,Apr 2009,796.0
Kansas : all sectors,Apr 2009,270.0
Minnesota : all sectors,Apr 2009,560.0
North Dakota : all sectors,Apr 2009,268.0
Oklahoma : all sectors,Apr 2009,272.0
Texas : all sectors,Apr 2009,2028.0
Colorado : all sectors,Apr 2009,321.0
California : all sectors,Apr 2009,603.0
Washington : all sectors,Apr 2009,322.0
Illinois : all sectors,May 2009,204.0
Iowa : all sectors,May 2009,697.0
Kansas : all sectors,May 2009,237.0
Minnesota : all sectors,May 2009,493.0
North Dakota : all sectors,May 2009,265.0
Oklahoma : all sectors,May 2009,184.0
Texas : all sectors,May 2009,1520.0
Colorado : all sectors,May 2009,231.0
California : all sectors,May 2009,701.0
Washington : all sectors,May 2009,330.0
Illinois : all sectors,Jun 2009,148.0
Iowa : all sectors,Jun 2009,440.0
Kansas : all sectors,Jun 2009,193.0
Minnesota : all sectors,Jun 2009,299.0
North Dakota : all sectors,Jun 2009,161.0
Oklahoma : all sectors,Jun 2009,204.0
Texas : all sectors,Jun 2009,1613.0
Colorado : all sectors,Jun 2009,150.0
California : all sectors,Jun 2009,850.0
Washington : all sectors,Jun 2009,356.0
Illinois : all sectors,Jul 2009,97.0
Iowa : all sectors,Jul 2009,362.0
Kansas : all sectors,Jul 2009,169.0
Minnesota : all sectors,Jul 2009,269.0
North Dakota : all sectors,Jul 2009,179.0
Oklahoma : all sectors,Jul 2009,163.0
Texas : all sectors,Jul 2009,1394.0
Colorado : all sectors,Jul 2009,147.0
California : all sectors,Jul 2009,879.0
Washington : all sectors,Jul 2009,239.0
Illinois : all sectors,Aug 2009,147.0
Iowa : all sectors,Aug 2009,491.0
Kansas : all sectors,Aug 2009,224.0
Minnesota : all sectors,Aug 2009,317.0
North Dakota : all sectors,Aug 2009,178.0
Oklahoma : all sectors,Aug 2009,202.0
Texas : all sectors,Aug 2009,1458.0
Colorado : all sectors,Aug 2009,204.0
California : all sectors,Aug 2009,679.0
Washington : all sectors,Aug 2009,345.0
Illinois : all sectors,Sep 2009,101.0
Iowa : all sectors,Sep 2009,328.0
Kansas : all sectors,Sep 2009,159.0
Minnesota : all sectors,Sep 2009,258.0
North Dakota : all sectors,Sep 2009,259.0
Oklahoma : all sectors,Sep 2009,152.0
Texas : all sectors,Sep 2009,1218.0
Colorado : all sectors,Sep 2009,248.0
California : all sectors,Sep 2009,480.0
Washington : all sectors,Sep 2009,282.0
Illinois : all sectors,Oct 2009,259.0
Iowa : all sectors,Oct 2009,663.0
Kansas : all sectors,Oct 2009,305.0
Minnesota : all sectors,Oct 2009,418.0
North Dakota : all sectors,Oct 2009,255.0
Oklahoma : all sectors,Oct 2009,253.0
Texas : all sectors,Oct 2009,1933.0
Colorado : all sectors,Oct 2009,311.0
California : all sectors,Oct 2009,406.0
Washington : all sectors,Oct 2009,307.0
Illinois : all sectors,Nov 2009,329.0
Iowa : all sectors,Nov 2009,760.0
Kansas : all sectors,Nov 2009,278.0
Minnesota : all sectors,Nov 2009,411.0
North Dakota : all sectors,Nov 2009,338.0
Oklahoma : all sectors,Nov 2009,269.0
Texas : all sectors,Nov 2009,1802.0
Colorado : all sectors,Nov 2009,277.0
California : all sectors,Nov 2009,235.0
Washington : all sectors,Nov 2009,334.0
Illinois : all sectors,Dec 2009,411.0
Iowa : all sectors,Dec 2009,726.0
Kansas : all sectors,Dec 2009,314.0
Minnesota : all sectors,Dec 2009,459.0
North Dakota : all sectors,Dec 2009,269.0
Oklahoma : all sectors,Dec 2009,308.0
Texas : all sectors,Dec 2009,1780.0
Colorado : all sectors,Dec 2009,304.0
California : all sectors,Dec 2009,170.0
Washington : all sectors,Dec 2009,161.0
Illinois : all sectors,Jan 2010,357.0
Iowa : all sectors,Jan 2010,738.0
Kansas : all sectors,Jan 2010,235.0
Minnesota : all sectors,Jan 2010,440.0
North Dakota : all sectors,Jan 2010,323.0
Oklahoma : all sectors,Jan 2010,232.0
Texas : all sectors,Jan 2010,1983.0
Colorado : all sectors,Jan 2010,249.0
California : all sectors,Jan 2010,150.0
Washington : all sectors,Jan 2010,221.0
Illinois : all sectors,Feb 2010,242.0
Iowa : all sectors,Feb 2010,649.0
Kansas : all sectors,Feb 2010,190.0
Minnesota : all sectors,Feb 2010,274.0
North Dakota : all sectors,Feb 2010,203.0
Oklahoma : all sectors,Feb 2010,187.0
Texas : all sectors,Feb 2010,1672.0
Colorado : all sectors,Feb 2010,234.0
California : all sectors,Feb 2010,221.0
Washington : all sectors,Feb 2010,130.0
Illinois : all sectors,Mar 2010,402.0
Iowa : all sectors,Mar 2010,851.0
Kansas : all sectors,Mar 2010,367.0
Minnesota : all sectors,Mar 2010,449.0
North Dakota : all sectors,Mar 2010,303.0
Oklahoma : all sectors,Mar 2010,398.0
Texas : all sectors,Mar 2010,2666.0
Colorado : all sectors,Mar 2010,301.0
California : all sectors,Mar 2010,399.0
Washington : all sectors,Mar 2010,401.0
Illinois : all sectors,Apr 2010,503.0
Iowa : all sectors,Apr 2010,908.0
Kansas : all sectors,Apr 2010,362.0
Minnesota : all sectors,Apr 2010,482.0
North Dakota : all sectors,Apr 2010,359.0
Oklahoma : all sectors,Apr 2010,407.0
Texas : all sectors,Apr 2010,2731.0
Colorado : all sectors,Apr 2010,368.0
California : all sectors,Apr 2010,546.0
Washington : all sectors,Apr 2010,619.0
Illinois : all sectors,May 2010,392.0
Iowa : all sectors,May 2010,771.0
Kansas : all sectors,May 2010,284.0
Minnesota : all sectors,May 2010,440.0
North Dakota : all sectors,May 2010,427.0
Oklahoma : all sectors,May 2010,302.0
Texas : all sectors,May 2010,2337.0
Colorado : all sectors,May 2010,335.0
California : all sectors,May 2010,689.0
Washington : all sectors,May 2010,522.0
Illinois : all sectors,Jun 2010,218.0
Iowa : all sectors,Jun 2010,555.0
Kansas : all sectors,Jun 2010,283.0
Minnesota : all sectors,Jun 2010,294.0
North Dakota : all sectors,Jun 2010,280.0
Oklahoma : all sectors,Jun 2010,365.0
Texas : all sectors,Jun 2010,2562.0
Colorado : all sectors,Jun 2010,262.0
California : all sectors,Jun 2010,867.0
Washington : all sectors,Jun 2010,519.0
Illinois : all sectors,Jul 2010,205.0
Iowa : all sectors,Jul 2010,452.0
Kansas : all sectors,Jul 2010,246.0
Minnesota : all sectors,Jul 2010,268.0
North Dakota : all sectors,Jul 2010,257.0
Oklahoma : all sectors,Jul 2010,262.0
Texas : all sectors,Jul 2010,1863.0
Colorado : all sectors,Jul 2010,204.0
California : all sectors,Jul 2010,925.0
Washington : all sectors,Jul 2010,422.0
Illinois : all sectors,Aug 2010,196.0
Iowa : all sectors,Aug 2010,596.0
Kansas : all sectors,Aug 2010,258.0
Minnesota : all sectors,Aug 2010,329.0
North Dakota : all sectors,Aug 2010,341.0
Oklahoma : all sectors,Aug 2010,261.0
Texas : all sectors,Aug 2010,1658.0
Colorado : all sectors,Aug 2010,209.0
California : all sectors,Aug 2010,731.0
Washington : all sectors,Aug 2010,471.0
Illinois : all sectors,Sep 2010,373.0
Iowa : all sectors,Sep 2010,745.0
Kansas : all sectors,Sep 2010,288.0
Minnesota : all sectors,Sep 2010,344.0
North Dakota : all sectors,Sep 2010,421.0
Oklahoma : all sectors,Sep 2010,311.0
Texas : all sectors,Sep 2010,1589.0
Colorado : all sectors,Sep 2010,257.0
California : all sectors,Sep 2010,551.0
Washington : all sectors,Sep 2010,361.0
Illinois : all sectors,Oct 2010,524.0
Iowa : all sectors,Oct 2010,873.0
Kansas : all sectors,Oct 2010,294.0
Minnesota : all sectors,Oct 2010,432.0
North Dakota : all sectors,Oct 2010,400.0
Oklahoma : all sectors,Oct 2010,299.0
Texas : all sectors,Oct 2010,1830.0
Colorado : all sectors,Oct 2010,275.0
California : all sectors,Oct 2010,372.0
Washington : all sectors,Oct 2010,348.0
Illinois : all sectors,Nov 2010,609.0
Iowa : all sectors,Nov 2010,1115.0
Kansas : all sectors,Nov 2010,345.0
Minnesota : all sectors,Nov 2010,505.0
North Dakota : all sectors,Nov 2010,400.0
Oklahoma : all sectors,Nov 2010,408.0
Texas : all sectors,Nov 2010,2765.0
Colorado : all sectors,Nov 2010,341.0
California : all sectors,Nov 2010,305.0
Washington : all sectors,Nov 2010,402.0
Illinois : all sectors,Dec 2010,432.0
Iowa : all sectors,Dec 2010,917.0
Kansas : all sectors,Dec 2010,254.0
Minnesota : all sectors,Dec 2010,534.0
North Dakota : all sectors,Dec 2010,382.0
Oklahoma : all sectors,Dec 2010,375.0
Texas : all sectors,Dec 2010,2595.0
Colorado : all sectors,Dec 2010,416.0
California : all sectors,Dec 2010,324.0
Washington : all sectors,Dec 2010,329.0
Illinois : all sectors,Jan 2011,407.0
Iowa : all sectors,Jan 2011,807.0
Kansas : all sectors,Jan 2011,279.0
Minnesota : all sectors,Jan 2011,465.0
North Dakota : all sectors,Jan 2011,436.0
Oklahoma : all sectors,Jan 2011,348.0
Texas : all sectors,Jan 2011,2064.0
Colorado : all sectors,Jan 2011,415.0
California : all sectors,Jan 2011,234.0
Washington : all sectors,Jan 2011,519.0
Illinois : all sectors,Feb 2011,598.0
Iowa : all sectors,Feb 2011,989.0
Kansas : all sectors,Feb 2011,320.0
Minnesota : all sectors,Feb 2011,691.0
North Dakota : all sectors,Feb 2011,523.0
Oklahoma : all sectors,Feb 2011,449.0
Texas : all sectors,Feb 2011,2528.0
Colorado : all sectors,Feb 2011,387.0
California : all sectors,Feb 2011,429.0
Washington : all sectors,Feb 2011,484.0
Illinois : all sectors,Mar 2011,567.0
Iowa : all sectors,Mar 2011,872.0
Kansas : all sectors,Mar 2011,328.0
Minnesota : all sectors,Mar 2011,543.0
North Dakota : all sectors,Mar 2011,435.0
Oklahoma : all sectors,Mar 2011,529.0
Texas : all sectors,Mar 2011,2689.0
Colorado : all sectors,Mar 2011,392.0
California : all sectors,Mar 2011,612.0
Washington : all sectors,Mar 2011,513.0
Illinois : all sectors,Apr 2011,723.0
Iowa : all sectors,Apr 2011,1065.0
Kansas : all sectors,Apr 2011,357.0
Minnesota : all sectors,Apr 2011,642.0
North Dakota : all sectors,Apr 2011,444.0
Oklahoma : all sectors,Apr 2011,534.0
Texas : all sectors,Apr 2011,3066.0
Colorado : all sectors,Apr 2011,465.0
California : all sectors,Apr 2011,960.0
Washington : all sectors,Apr 2011,745.0
Illinois : all sectors,May 2011,538.0
Iowa : all sectors,May 2011,1129.0
Kansas : all sectors,May 2011,356.0
Minnesota : all sectors,May 2011,712.0
North Dakota : all sectors,May 2011,525.0
Oklahoma : all sectors,May 2011,567.0
Texas : all sectors,May 2011,3099.0
Colorado : all sectors,May 2011,513.0
California : all sectors,May 2011,1026.0
Washington : all sectors,May 2011,557.0
Illinois : all sectors,Jun 2011,423.0
Iowa : all sectors,Jun 2011,850.0
Kansas : all sectors,Jun 2011,358.0
Minnesota : all sectors,Jun 2011,479.0
North Dakota : all sectors,Jun 2011,381.0
Oklahoma : all sectors,Jun 2011,561.0
Texas : all sectors,Jun 2011,3357.0
Colorado : all sectors,Jun 2011,426.0
California : all sectors,Jun 2011,1021.0
Washington : all sectors,Jun 2011,637.0
Illinois : all sectors,Jul 2011,239.0
Iowa : all sectors,Jul 2011,484.0
Kansas : all sectors,Jul 2011,234.0
Minnesota : all sectors,Jul 2011,290.0
North Dakota : all sectors,Jul 2011,272.0
Oklahoma : all sectors,Jul 2011,333.0
Texas : all sectors,Jul 2011,2085.0
Colorado : all sectors,Jul 2011,310.0
California : all sectors,Jul 2011,869.0
Washington : all sectors,Jul 2011,529.0
Illinois : all sectors,Aug 2011,224.0
Iowa : all sectors,Aug 2011,414.0
Kansas : all sectors,Aug 2011,205.0
Minnesota : all sectors,Aug 2011,272.0
North Dakota : all sectors,Aug 2011,297.0
Oklahoma : all sectors,Aug 2011,336.0
Texas : all sectors,Aug 2011,1955.0
Colorado : all sectors,Aug 2011,348.0
California : all sectors,Aug 2011,908.0
Washington : all sectors,Aug 2011,572.0
Illinois : all sectors,Sep 2011,402.0
Iowa : all sectors,Sep 2011,572.0
Kansas : all sectors,Sep 2011,218.0
Minnesota : all sectors,Sep 2011,359.0
North Dakota : all sectors,Sep 2011,360.0
Oklahoma : all sectors,Sep 2011,343.0
Texas : all sectors,Sep 2011,1694.0
Colorado : all sectors,Sep 2011,332.0
California : all sectors,Sep 2011,522.0
Washington : all sectors,Sep 2011,367.0
Illinois : all sectors,Oct 2011,512.0
Iowa : all sectors,Oct 2011,1102.0
Kansas : all sectors,Oct 2011,355.0
Minnesota : all sectors,Oct 2011,732.0
North Dakota : all sectors,Oct 2011,475.0
Oklahoma : all sectors,Oct 2011,498.0
Texas : all sectors,Oct 2011,2671.0
Colorado : all sectors,Oct 2011,507.0
California : all sectors,Oct 2011,415.0
Washington : all sectors,Oct 2011,497.0
Illinois : all sectors,Nov 2011,908.0
Iowa : all sectors,Nov 2011,1257.0
Kansas : all sectors,Nov 2011,386.0
Minnesota : all sectors,Nov 2011,807.0
North Dakota : all sectors,Nov 2011,541.0
Oklahoma : all sectors,Nov 2011,626.0
Texas : all sectors,Nov 2011,2832.0
Colorado : all sectors,Nov 2011,551.0
California : all sectors,Nov 2011,428.0
Washington : all sectors,Nov 2011,499.0
Illinois : all sectors,Dec 2011,672.0
Iowa : all sectors,Dec 2011,1167.0
Kansas : all sectors,Dec 2011,324.0
Minnesota : all sectors,Dec 2011,733.0
North Dakota : all sectors,Dec 2011,547.0
Oklahoma : all sectors,Dec 2011,482.0
Texas : all sectors,Dec 2011,2507.0
Colorado : all sectors,Dec 2011,556.0
California : all sectors,Dec 2011,325.0
Washington : all sectors,Dec 2011,342.0
Illinois : all sectors,Jan 2012,880.0
Iowa : all sectors,Jan 2012,1490.0
Kansas : all sectors,Jan 2012,416.0
Minnesota : all sectors,Jan 2012,869.0
North Dakota : all sectors,Jan 2012,579.0
Oklahoma : all sectors,Jan 2012,701.0
Texas : all sectors,Jan 2012,3057.0
Colorado : all sectors,Jan 2012,629.0
California : all sectors,Jan 2012,419.0
Washington : all sectors,Jan 2012,531.0
Illinois : all sectors,Feb 2012,613.0
Iowa : all sectors,Feb 2012,1141.0
Kansas : all sectors,Feb 2012,327.0
Minnesota : all sectors,Feb 2012,634.0
North Dakota : all sectors,Feb 2012,390.0
Oklahoma : all sectors,Feb 2012,536.0
Texas : all sectors,Feb 2012,2599.0
Colorado : all sectors,Feb 2012,544.0
California : all sectors,Feb 2012,581.0
Washington : all sectors,Feb 2012,511.0
Illinois : all sectors,Mar 2012,869.0
Iowa : all sectors,Mar 2012,1368.0
